"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-08-30","2019","08","30","","20.7","","6.9","","13.8","","4.2","","0.0","","","","","","0.7","","","","35","","32",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-08-31","2019","08","31","","18.5","","6.4","","12.4","","5.6","","0.0","","","","","","4.7","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-01","2019","09","01","","16.4","","11.0","","13.7","","4.3","","0.0","","","","","","3.2","","","","33","","46",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-02","2019","09","02","","21.0","","10.1","","15.5","","2.5","","0.0","","","","","","2.3","","","","33","","41",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-03","2019","09","03","","25.0","","5.5","","15.2","","2.8","","0.0","","","","","","0.7","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-04","2019","09","04","","24.6","","9.7","","17.1","","0.9","","0.0","","","","","","0.2","","","","31","","47",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-05","2019","09","05","","21.9","","8.4","","15.1","","2.9","","0.0","","","","","","0.6","","","","2","","42",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-06","2019","09","06","","19.2","","7.1","","13.1","","4.9","","0.0","","","","","","0.3","","","","15","","32",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-07","2019","09","07","","25.2","","10.7","","18.0","","0.0","","0.0","","","","","","0.2","","","","16","","31",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-08","2019","09","08","","15.9","","11.2","","13.6","","4.4","","0.0","","","","","","0.2","","","","35","","34",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-09","2019","09","09","","11.4","","6.9","","9.2","","8.8","","0.0","","","","","","7.4","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-10","2019","09","10","","9.4","","5.9","","7.6","","10.4","","0.0","","","","","","6.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-11","2019","09","11","","16.0","","6.4","","11.2","","6.8","","0.0","","","","","","0.2","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-12","2019","09","12","","21.3","","4.1","","12.7","","5.3","","0.0","","","","","","0.6","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-13","2019","09","13","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-14","2019","09","14","","20.1","","6.3","","13.2","","4.8","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-15","2019","09","15","","23.4","","11.7","","17.6","","0.4","","0.0","","","","","","0.0","","","","18","","37",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-16","2019","09","16","","20.1","","8.5","","14.3","","3.7","","0.0","","","","","","0.0","","","","6","","33",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-17","2019","09","17","","17.5","","7.9","","12.7","","5.3","","0.0","","","","","","0.0","","","","28","","31",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-18","2019","09","18","","16.7","","3.2","","9.9","","8.1","","0.0","","","","","","0.8","","","","34","","33",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-19","2019","09","19","","15.3","","7.3","","11.3","","6.7","","0.0","","","","","","9.9","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-20","2019","09","20","","15.4","","6.5","","11.0","","7.0","","0.0","","","","","","0.0","","","","34","","36",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-21","2019","09","21","","19.7","","2.1","","10.9","","7.1","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-22","2019","09","22","","22.5","","5.5","","14.0","","4.0","","0.0","","","","","","0.0","","","","30","","43",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-23","2019","09","23","","15.7","","5.6","","10.7","","7.3","","0.0","","","","","","0.0","","","","36","","40",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-24","2019","09","24","","15.2","","3.9","","9.5","","8.5","","0.0","","","","","","0.0","","","","3","","43",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-25","2019","09","25","","16.3","","3.1","","9.7","","8.3","","0.0","","","","","","0.0","","","","27","","42",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-26","2019","09","26","","10.5","","2.5","","6.5","","11.5","","0.0","","","","","","0.8","","","","35","","54",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-27","2019","09","27","","4.3","","-2.6","","0.8","","17.2","","0.0","","","","","","2.7","","","","3","","43",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-28","2019","09","28","","-0.9","","-3.5","","-2.2","","20.2","","0.0","","","","","","2.1","","1","","1","","31",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-29","2019","09","29","","-1.5","","-3.0","","-2.2","","20.2","","0.0","","","","","","10.4","","9","","36","","40",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-09-30","2019","09","30","","1.8","","-4.0","","-1.1","","19.1","","0.0","","","","","","2.3","","11","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-01","2019","10","01","","4.0","","-8.7","","-2.4","","20.4","","0.0","","","","","","0.0","","4","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-02","2019","10","02","","9.9","","-4.8","","2.5","","15.5","","0.0","","","","","","0.0","","3","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-03","2019","10","03","","10.2","","-5.2","","2.5","","15.5","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-04","2019","10","04","","14.2","","-2.3","","6.0","","12.0","","0.0","","","","","","0.0","","","","28","","44",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-05","2019","10","05","","13.6","","3.6","","8.6","","9.4","","0.0","","","","","","0.0","","","","27","","48",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-06","2019","10","06","","17.0","","5.3","","11.1","","6.9","","0.0","","","","","","0.0","","","","29","","46",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-07","2019","10","07","","17.8","","0.2","","9.0","","9.0","","0.0","","","","","","0.0","","0","","11","","73",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-08","2019","10","08","","2.3","","-7.0","","-2.4","","20.4","","0.0","","","","","","2.5","","4","","2","","48",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-09","2019","10","09","","-2.7","","-10.0","","-6.4","","24.4","","0.0","","","","","","0.0","","4","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-10","2019","10","10","","3.3","","-12.4","","-4.5","","22.5","","0.0","","","","","","0.0","","3","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-11","2019","10","11","","6.7","","-8.2","","-0.8","","18.8","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-12","2019","10","12","","12.7","","-6.7","","3.0","","15.0","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-13","2019","10","13","","8.5","","-0.9","","3.8","","14.2","","0.0","","","","","","0.0","","1","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-14","2019","10","14","","5.4","","-3.9","","0.8","","17.2","","0.0","","","","","","0.0","","0","","35","","53",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-15","2019","10","15","","10.7","","-5.2","","2.7","","15.3","","0.0","","","","","","0.0","","2","","28","","47",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-16","2019","10","16","","18.6","","3.8","","11.2","","6.8","","0.0","","","","","","0.0","","0","","28","","41",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-17","2019","10","17","","14.8","","0.7","","7.7","","10.3","","0.0","","","","","","0.0","","1","","29","","58",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-18","2019","10","18","","11.8","","-2.2","","4.8","","13.2","","0.0","","","","","","0.0","","1","","30","","49",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-19","2019","10","19","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-20","2019","10","20","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-21","2019","10","21","","","M","","M","","M","","M","","M","","","","","","M","1","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-22","2019","10","22","","13.5","","-4.0","","4.7","","13.3","","0.0","","","","","","0.0","","0","","27","","52",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-23","2019","10","23","","6.1","","-2.5","","1.8","","16.2","","0.0","","","","","","0.0","","","","32","","59",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-24","2019","10","24","","15.5","","-1.8","","6.9","","11.1","","0.0","","","","","","0.0","","","","27","","47",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-25","2019","10","25","","18.1","","0.6","","9.4","","8.6","","0.0","","","","","","0.0","","","","24","","87",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-26","2019","10","26","","0.8","","-5.4","","-2.3","","20.3","","0.0","","","","","","0.2","","","","32","","67",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-27","2019","10","27","","3.0","","-6.5","","-1.7","","19.7","","0.0","","","","","","0.3","","0","","33","","48",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-28","2019","10","28","","-2.8","","-13.2","","-8.0","","26.0","","0.0","","","","","","1.1","","4","","36","","64",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-29","2019","10","29","","-2.8","","-18.6","","-10.7","","28.7","","0.0","","","","","","0.2","","2","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-30","2019","10","30","","8.6","","-12.9","","-2.2","","20.2","","0.0","","","","","","0.0","","3","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-10-31","2019","10","31","","4.3","","-3.5","","0.4","","17.6","","0.0","","","","","","0.0","","","","34","","45",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-01","2019","11","01","","6.4","","-7.1","","-0.4","","18.4","","0.0","","","","","","0.0","","0","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-02","2019","11","02","","8.5","","-4.5","","2.0","","16.0","","0.0","","","","","","0.2","","","","34","","36",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-03","2019","11","03","","3.2","","-2.4","","0.4","","17.6","","0.0","","","","","","3.6","","","","34","","36",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-04","2019","11","04","","-0.2","","-2.9","","-1.5","","19.5","","0.0","","","","","","1.3","","4","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-05","2019","11","05","","0.9","","-11.5","","-5.3","","23.3","","0.0","","","","","","2.5","","2","","2","","47",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-06","2019","11","06","","-4.4","","-16.4","","-10.4","","28.4","","0.0","","","","","","0.2","","6","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-07","2019","11","07","","8.3","","-13.7","","-2.7","","20.7","","0.0","","","","","","0.0","","6","","28","","33",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-08","2019","11","08","","11.9","","2.0","","7.0","","11.0","","0.0","","","","","","0.0","","3","","27","","42",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-09","2019","11","09","","2.5","","-10.9","","-4.2","","22.2","","0.0","","","","","","0.3","","0","","2","","45",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-10","2019","11","10","","-10.8","","-18.5","","-14.6","","32.6","","0.0","","","","","","3.7","","8","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-11","2019","11","11","","5.9","","-18.4","","-6.3","","24.3","","0.0","","","","","","0.0","","7","","31","","37",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-12","2019","11","12","","6.2","","-1.8","","2.2","","15.8","","0.0","","","","","","0.0","","6","","29","","37",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-13","2019","11","13","","","M","","M","","M","","M","","M","","","","","","M","3","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-14","2019","11","14","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-15","2019","11","15","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-16","2019","11","16","","8.2","","-1.0","","3.6","","14.4","","0.0","","","","","","0.0","","0","","34","","32",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-17","2019","11","17","","14.5","","0.6","","7.5","","10.5","","0.0","","","","","","0.2","","0","","27","","81",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-18","2019","11","18","","9.2","","-0.5","","4.3","","13.7","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-19","2019","11","19","","2.4","","-1.5","","0.5","","17.5","","0.0","","","","","","11.3","","2","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-20","2019","11","20","","","M","","M","","M","","M","","M","","","","","","M","17","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-21","2019","11","21","","5.7","","-11.4","","-2.9","","20.9","","0.0","","","","","","0.0","","12","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-22","2019","11","22","","9.6","","-4.9","","2.4","","15.6","","0.0","","","","","","0.0","","12","","27","","44",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-23","2019","11","23","","10.4","","1.1","","5.8","","12.2","","0.0","","","","","","0.0","","5","","28","","58",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-24","2019","11","24","","6.9","","-1.5","","2.7","","15.3","","0.0","","","","","","0.4","","","","30","","59",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-25","2019","11","25","","0.6","","-8.0","","-3.7","","21.7","","0.0","","","","","","0.0","","0","","36","","44",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-26","2019","11","26","","-4.0","","-8.0","","-6.0","","24.0","","0.0","","","","","","0.6","","0","","36","","32",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-27","2019","11","27","","-7.8","","-14.2","","-11.0","","29.0","","0.0","","","","","","2.9","","1","","1","","43",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-28","2019","11","28","","-12.6","","-20.6","","-16.6","","34.6","","0.0","","","","","","0.6","","7","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-29","2019","11","29","","-9.0","","-22.6","","-15.8","","33.8","","0.0","","","","","","0.3","","7","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-11-30","2019","11","30","","-9.8","","-21.6","","-15.7","","33.7","","0.0","","","","","","0.0","","7","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-01","2019","12","01","","3.4","","-15.9","","-6.2","","24.2","","0.0","","","","","","0.0","","6","","30","","41",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-02","2019","12","02","","4.2","","-0.2","","2.0","","16.0","","0.0","","","","","","0.0","","6","","29","","51",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-03","2019","12","03","","9.2","","-4.7","","2.2","","15.8","","0.0","","","","","","0.0","","5","","27","","48",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-04","2019","12","04","","-2.2","","-8.5","","-5.4","","23.4","","0.0","","","","","","0.6","","4","","34","","57",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-05","2019","12","05","","-2.5","","-11.8","","-7.2","","25.2","","0.0","","","","","","0.0","","4","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-06","2019","12","06","","-0.2","","-12.8","","-6.5","","24.5","","0.0","","","","","","0.0","","4","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-07","2019","12","07","","-0.6","","-10.1","","-5.4","","23.4","","0.0","","","","","","0.1","","5","","35","","44",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-08","2019","12","08","","-5.9","","-19.0","","-12.5","","30.5","","0.0","","","","","","2.0","","10","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-09","2019","12","09","","-1.2","","-8.5","","-4.8","","22.8","","0.0","","","","","","1.9","","7","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-10","2019","12","10","","-2.3","","-13.5","","-7.9","","25.9","","0.0","","","","","","0.0","","10","","17","","32",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-11","2019","12","11","","-6.9","","-13.0","","-10.0","","28.0","","0.0","","","","","","2.4","","8","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-12","2019","12","12","","-5.9","","-14.0","","-9.9","","27.9","","0.0","","","","","","0.0","","12","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-13","2019","12","13","","-10.4","","-14.6","","-12.5","","30.5","","0.0","","","","","","0.0","","11","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-14","2019","12","14","","-2.8","","-16.0","","-9.4","","27.4","","0.0","","","","","","0.0","","10","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-15","2019","12","15","","-2.1","","-16.2","","-9.2","","27.2","","0.0","","","","","","0.0","","10","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-16","2019","12","16","","0.8","","-13.4","","-6.3","","24.3","","0.0","","","","","","0.0","","9","","28","","49",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-17","2019","12","17","","7.8","","-1.0","","3.4","","14.6","","0.0","","","","","","0.0","","8","","28","","45",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-18","2019","12","18","","6.7","","-5.0","","0.9","","17.1","","0.0","","","","","","0.1","","7","","29","","47",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-19","2019","12","19","","3.6","","-5.8","","-1.1","","19.1","","0.0","","","","","","0.3","","6","","24","","61",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-20","2019","12","20","","5.6","","-2.2","","1.7","","16.3","","0.0","","","","","","1.5","","6","","18","","46",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-21","2019","12","21","","1.0","","-3.5","","-1.3","","19.3","","0.0","","","","","","0.9","","6","","1","","31",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-22","2019","12","22","","-0.5","","-7.9","","-4.2","","22.2","","0.0","","","","","","2.7","","9","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-23","2019","12","23","","-1.5","","-14.0","","-7.7","","25.7","","0.0","","","","","","0.5","","11","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-24","2019","12","24","","-8.1","","-16.0","","-12.1","","30.1","","0.0","","","","","","0.0","","10","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-25","2019","12","25","","-3.9","","-17.1","","-10.5","","28.5","","0.0","","","","","","0.0","","10","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-26","2019","12","26","","-2.1","","-16.9","","-9.5","","27.5","","0.0","","","","","","0.0","","9","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-27","2019","12","27","","0.2","","-11.6","","-5.7","","23.7","","0.0","","","","","","0.0","","10","","30","","46",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-28","2019","12","28","","-2.9","","-15.2","","-9.1","","27.1","","0.0","","","","","","0.0","","8","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-29","2019","12","29","","2.3","","-10.7","","-4.2","","22.2","","0.0","","","","","","0.0","","9","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-30","2019","12","30","","6.7","","-12.4","","-2.8","","20.8","","0.0","","","","","","0.1","","9","","27","","50",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2019-12-31","2019","12","31","","5.8","","1.3","","3.5","","14.5","","0.0","","","","","","0.3","","8","","28","","55",""
